targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Robespierre	Robespierre		法国	11	驱逐舰	Время перезарядки 1-го залпа	6,2	6 с	2025.05	官方公告：https://blog.korabli.su/blog/611	buff	test		Korabli #611
Robespierre	Robespierre		法国	11	驱逐舰	Время перезарядки 2-го залпа	12,4	12 с	2025.05	官方公告：https://blog.korabli.su/blog/611	buff	test		Korabli #611
Красное Знамя	Красное Знамя		苏联	10	战列舰	Параметр сигма	1,8	1,7	2025.05	官方公告：https://blog.korabli.su/blog/611	adjustment	test		Korabli #611
Diane	Diane		法国	6	潜艇	Добавлено снаряжение «Ускорение перезарядки ГК» со следующими характеристиками: Количество снаряжения — 2	—	—	2025.05	官方公告：https://blog.korabli.su/blog/611	adjustment	test		Korabli #611
Diane	Diane		法国	6	潜艇	Добавлено снаряжение «Форсаж» со следующими характеристиками: Количество снаряжения — 2	—	—	2025.05	官方公告：https://blog.korabli.su/blog/611	adjustment	test		Korabli #611
L'Africaine	L'Africaine		法国	8	潜艇	Добавлено снаряжение «Ускорение перезарядки ГК» со следующими характеристиками: Количество снаряжения — 2	—	—	2025.05	官方公告：https://blog.korabli.su/blog/611	adjustment	test		Korabli #611
L'Africaine	L'Africaine		法国	8	潜艇	Время работы снаряжения «Форсаж»	90	60 с	2025.05	官方公告：https://blog.korabli.su/blog/611	nerf	test		Korabli #611
L'Africaine	L'Africaine		法国	8	潜艇	Количество снаряжения «Форсаж»	5	3	2025.05	官方公告：https://blog.korabli.su/blog/611	nerf	test		Korabli #611
Casabianca	Casabianca		法国	10	潜艇	Добавлено снаряжение «Ускорение перезарядки ГК» со следующими характеристиками: Количество снаряжения — 2	—	—	2025.05	官方公告：https://blog.korabli.su/blog/611	adjustment	test		Korabli #611
Casabianca	Casabianca		法国	10	潜艇	Время работы снаряжения «Форсаж»	90	60 с	2025.05	官方公告：https://blog.korabli.su/blog/611	nerf	test		Korabli #611
Diane	Diane		法国	6	潜艇	В отдельный слот добавлено снаряжение «Резервный блок батарей» со стандартными для их уровней характеристиками	—	—	25.5	官方公告：https://blog.korabli.su/blog/606	adjustment	test		Korabli #606
Forbin	Forbin		法国	9	驱逐舰	Время перезарядки торпед	90	81 с	25.5	官方公告：https://blog.korabli.su/blog/606	buff	test		Korabli #606
Forbin	Forbin		法国	9	驱逐舰	Время перезарядки снаряжения «Ускорение перезарядки торпед»	240	180 с	25.5	官方公告：https://blog.korabli.su/blog/606	buff	test		Korabli #606
Forbin	Forbin		法国	9	驱逐舰	Заметность с кораблей	7,2	7,1 км	25.5	官方公告：https://blog.korabli.su/blog/606	buff	test		Korabli #606
Robespierre	Robespierre		法国	11	驱逐舰	Время перезарядки 1-го залпа	6,5	6,2 с	25.5	官方公告：https://blog.korabli.su/blog/606	buff	test		Korabli #606
Robespierre	Robespierre		法国	11	驱逐舰	Время перезарядки 2-го залпа	13	12,4 с	25.5	官方公告：https://blog.korabli.su/blog/606	buff	test		Korabli #606
Robespierre	Robespierre		法国	11	驱逐舰	Шанс поджога ОФ-снаряда	7%	9%	25.5	官方公告：https://blog.korabli.su/blog/606	buff	test		Korabli #606
Diane	Diane		法国	6	潜艇	Изменены параметры автономности: Запас автономности уменьшен: Diane: с 230 до 120 ед.;	—	—	25.4	官方公告：https://blog.korabli.su/blog/605	adjustment	test		Korabli #605
Diane	Diane		法国	6	潜艇	Восстановление запаса автономности уменьшено: Diane и L`Africaine: с 0,8 до 0,1 ед/с;	—	—	25.4	官方公告：https://blog.korabli.su/blog/605	adjustment	test		Korabli #605
Diane	Diane		法国	6	潜艇	Максимальный урон торпеды у Casabianca	6947	6252 ед	25.4	官方公告：https://blog.korabli.su/blog/605	nerf	test		Korabli #605
Красное Знамя	Красное Знамя		苏联	10	战列舰	Время перезарядки орудий ПМК	4	5 с;	25.4	官方公告：https://blog.korabli.su/blog/605	nerf	test		Korabli #605
Красное Знамя	Красное Знамя		苏联	10	战列舰	Бонус к точности и скорострельности орудий ПМК от активации боевых инструкций	30	20%	25.4	官方公告：https://blog.korabli.su/blog/605	nerf	test		Korabli #605
Falkenhayn	Falkenhayn		德国	10	巡洋舰	Точность орудий ПМК увеличена — теперь этот показатель аналогичен точности вспомогательного калибра крейсера Napoli;	—	—	25.4	官方公告：https://blog.korabli.su/blog/605	adjustment	test		Korabli #605
Falkenhayn	Falkenhayn		德国	10	巡洋舰	Время перезарядки орудий ПМК	4	3,2 с;	25.4	官方公告：https://blog.korabli.su/blog/605	buff	test		Korabli #605
Falkenhayn	Falkenhayn		德国	10	巡洋舰	Время перезарядки орудий ГК	9	9,6 с	25.4	官方公告：https://blog.korabli.su/blog/605	nerf	test		Korabli #605
Duperr&eacute;	Duperr&eacute;		法国	9	驱逐舰	Время перезарядки орудий ГК	3,7	4,4 с	25.4	官方公告：https://blog.korabli.su/blog/605	nerf	test		Korabli #605
Chancellorsville	Chancellorsville		美国	7	巡洋舰	Время перезарядки орудий ГК	15	14,5 с	25.4	官方公告：https://blog.korabli.su/blog/605	buff	test		Korabli #605
Сообразительный	Сообразительный		苏联	6	驱逐舰	Дальность хода торпед	8,5	7,5 км	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Сообразительный	Сообразительный		苏联	6	驱逐舰	Время перезарядки одной торпеды	29	31 с	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Осмотрительный	Осмотрительный		苏联	7	驱逐舰	Дальность хода торпед	9,5	8,5 км	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Осмотрительный	Осмотрительный		苏联	7	驱逐舰	Время перезарядки одной торпеды	27	29 с	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Осмотрительный	Осмотрительный		苏联	7	驱逐舰	Время перезарядки орудий ГК	4,8	5,2 с	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Опытный	Опытный		苏联	8	驱逐舰	Время перезарядки ТА	77	87 с	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Опытный	Опытный		苏联	8	驱逐舰	Время перекладки руля	3,1	5,4 с	25.3	官方公告：https://blog.korabli.su/blog/598	nerf	test		Korabli #598
Anson	Anson		英国	8	战列舰	Улучшены параметры снаряжения «Ремонтная команда»: Количество восстанавливаемых в секунду очков боеспособности	0,5%	0,6%	25.3	官方公告：https://blog.korabli.su/blog/598	buff	test		Korabli #598
Anson	Anson		英国	8	战列舰	Время перезарядки снаряжения	80	60 с	25.3	官方公告：https://blog.korabli.su/blog/598	buff	test		Korabli #598
Сообразительный	Сообразительный		苏联	6	驱逐舰	Заметность с кораблей	6,5	6,7 км	25.3	官方公告：https://blog.korabli.su/blog/594	nerf	test		Korabli #594
Осмотрительный	Осмотрительный		苏联	7	驱逐舰	Заметность с кораблей	6,4	6,6 км	25.3	官方公告：https://blog.korabli.su/blog/594	nerf	test		Korabli #594
Смелый	Смелый		苏联	8	驱逐舰	Заметность с кораблей	7	7,1 км	25.3	官方公告：https://blog.korabli.su/blog/594	nerf	test		Korabli #594
Anson	Anson		英国	8	战列舰	Дальность стрельбы ГК	18,5	19,9 км	25.3	官方公告：https://blog.korabli.su/blog/594	buff	test		Korabli #594
Anson	Anson		英国	8	战列舰	Параметр сигма	1,9	2	25.3	官方公告：https://blog.korabli.su/blog/594	adjustment	test		Korabli #594
Madrid	Madrid		西班牙	10	巡洋舰	Время поворота орудий ГК на 180 градусов	30	25,7 с	25.3	官方公告：https://blog.korabli.su/blog/594	buff	test		Korabli #594
Ульяновск	Ульяновск		苏联	11		Время взведения торпед у тактической эскадрильи торпедоносцев	3	6 с	25.2	官方公告：https://blog.korabli.su/blog/593	adjustment	test		Korabli #593
Опытный	Опытный		苏联	8	驱逐舰	Время перезарядки орудий ГК	5,5	6 с	25.2	官方公告：https://blog.korabli.su/blog/593	nerf	test		Korabli #593
Опытный	Опытный		苏联	8	驱逐舰	Заметность с кораблей	7,4	7,7 км	25.2	官方公告：https://blog.korabli.su/blog/593	nerf	test		Korabli #593
Юрий Долгорукий	Юрий Долгорукий		苏联	9	巡洋舰	Увеличение разброса стреляющих по крейсеру противников во время действия боевых инструкций	50%	35%	25.2	官方公告：https://blog.korabli.su/blog/593	buff	test		Korabli #593
Горделивый	Горделивый		苏联	10	驱逐舰	Заметность с кораблей	7	6,9 км	25.2	官方公告：https://blog.korabli.su/blog/593	buff	test		Korabli #593
Bernadotte	Bernadotte		法国	9	战列舰	Время перекладки рулей	16,4	13,8 с	25.2	官方公告：https://blog.korabli.su/blog/593	buff	test		Korabli #593
Bernadotte	Bernadotte		法国	9	战列舰	Параметр сигма	1,8	1,9	25.2	官方公告：https://blog.korabli.su/blog/593	adjustment	test		Korabli #593
Nicholas	Nicholas		美国	5	驱逐舰	Орудие ГК № 2 теперь может вращаться на 360 градусов. Помимо этого, на 2 градуса увеличены секторы его стрельбы	—	—	25.3	官方公告：https://blog.korabli.su/blog/592	adjustment	released		Korabli #592
Farragut	Farragut		美国	6	驱逐舰	Дальность хода исследуемого модуля торпед	6,4	7,1 км	25.3	官方公告：https://blog.korabli.su/blog/592	buff	released		Korabli #592
Farragut	Farragut		美国	6	驱逐舰	Орудие ГК № 3 теперь может вращаться на 360 градусов. Помимо этого, на 25 градусов увеличены секторы его стрельбы. При этом в пределах расширения секторов орудие не сможет стрелять на близких дистанциях	—	—	25.3	官方公告：https://blog.korabli.su/blog/592	adjustment	released		Korabli #592
